,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15
56824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.033384297611791e-13,4.04451239681572e-13,5.055640496019652e-13,6.066768595223582e-13,7.077896694427509e-13,8.08902479363144e-13,9.10015289283537e-13,1.0111280992039304e-12,1.1122409091243228e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855018e-12,1.5166921488058946e-12
56885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
56887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427509e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855018e-12,1.5166921488058952e-12
56896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.03338429761179e-13,4.044512396815722e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243234e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
56942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427509e-13,8.08902479363144e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855018e-12,1.5166921488058952e-12
56952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631443e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651096e-12,1.4155793388855022e-12,1.5166921488058952e-12
57099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117915e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223583e-13,7.077896694427512e-13,8.089024793631443e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447166e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058956e-12
57140,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.112240909124323e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058956e-12
57220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.516692148805895e-12
57263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.03338429761179e-13,4.0445123968157216e-13,5.055640496019649e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631443e-13,9.10015289283537e-13,1.0111280992039298e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57290,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.033384297611791e-13,4.04451239681572e-13,5.055640496019649e-13,6.066768595223582e-13,7.077896694427512e-13,8.08902479363144e-13,9.10015289283537e-13,1.0111280992039298e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
57297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.0333842976117905e-13,4.044512396815722e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427514e-13,8.089024793631444e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855028e-12,1.5166921488058958e-12
57305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427508e-13,8.089024793631441e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855016e-12,1.5166921488058952e-12
57317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427514e-13,8.089024793631443e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243234e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855028e-12,1.5166921488058956e-12
57351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631441e-13,9.10015289283537e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
57421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039299e-13,2.0222561984078598e-13,3.03338429761179e-13,4.0445123968157195e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631439e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.112240909124323e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.516692148805895e-12
57494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.08902479363144e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
57646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427509e-13,8.089024793631441e-13,9.100152892835372e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855018e-12,1.5166921488058946e-12
57647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.03338429761179e-13,4.0445123968157216e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427509e-13,8.089024793631443e-13,9.10015289283537e-13,1.0111280992039302e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855018e-12,1.5166921488058952e-12
57666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.0333842976117905e-13,4.044512396815722e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
57683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.112240909124323e-12,1.2133537190447162e-12,1.3144665289651088e-12,1.4155793388855024e-12,1.5166921488058956e-12
57746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019652e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039304e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
57763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57780,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427509e-13,8.08902479363144e-13,9.100152892835372e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651096e-12,1.4155793388855018e-12,1.5166921488058956e-12
57794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.05564049601965e-13,6.066768595223581e-13,7.077896694427509e-13,8.089024793631443e-13,9.100152892835372e-13,1.01112809920393e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855018e-12,1.5166921488058952e-12
57829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019652e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039304e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058958e-12
57834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.03338429761179e-13,4.0445123968157216e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427509e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855018e-12,1.5166921488058952e-12
57847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039299e-13,2.0222561984078598e-13,3.03338429761179e-13,4.0445123968157195e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427509e-13,8.089024793631439e-13,9.100152892835374e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855018e-12,1.5166921488058952e-12
57898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
57927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.033384297611791e-13,4.04451239681572e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.08902479363144e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
57940,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427509e-13,8.08902479363144e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855018e-12,1.5166921488058956e-12
57973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
58023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
58050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243234e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058956e-12
58063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
58064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.033384297611791e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223582e-13,7.077896694427511e-13,8.089024793631443e-13,9.10015289283537e-13,1.0111280992039302e-12,1.112240909124323e-12,1.2133537190447164e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
58111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
58137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.033384297611791e-13,4.0445123968157205e-13,5.055640496019652e-13,6.066768595223582e-13,7.077896694427512e-13,8.089024793631441e-13,9.100152892835374e-13,1.0111280992039304e-12,1.1122409091243232e-12,1.2133537190447164e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
58143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058952e-12
58163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
58195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631443e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243234e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855024e-12,1.5166921488058952e-12
58209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.01112809920393e-13,2.02225619840786e-13,3.03338429761179e-13,4.04451239681572e-13,5.055640496019651e-13,6.06676859522358e-13,7.077896694427512e-13,8.08902479363144e-13,9.10015289283537e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.516692148805895e-12
58220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.03338429761179e-13,4.0445123968157205e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835374e-13,1.01112809920393e-12,1.1122409091243232e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855022e-12,1.5166921488058958e-12
58259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039304e-13,2.0222561984078608e-13,3.0333842976117905e-13,4.0445123968157216e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427512e-13,8.089024793631443e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
58310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039301e-13,2.0222561984078603e-13,3.0333842976117905e-13,4.0445123968157205e-13,5.055640496019651e-13,6.066768595223581e-13,7.077896694427511e-13,8.089024793631441e-13,9.100152892835372e-13,1.0111280992039302e-12,1.1122409091243232e-12,1.2133537190447162e-12,1.3144665289651094e-12,1.4155793388855022e-12,1.5166921488058952e-12
58359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0111280992039305e-13,2.022256198407861e-13,3.03338429761179e-13,4.044512396815722e-13,5.05564049601965e-13,6.06676859522358e-13,7.077896694427512e-13,8.089024793631444e-13,9.100152892835372e-13,1.01112809920393e-12,1.112240909124323e-12,1.213353719044716e-12,1.3144665289651092e-12,1.4155793388855024e-12,1.5166921488058952e-12
